data_hora;compressor;degelo;agressividade;temperatura_camara;temperatura_evaporador;pressao_succao;pressao_descarga;pressao_oleo
2026-08-02T13:08:20;False;False;20;20.52;19.24;103.07;106.40;97.24
2026-08-02T13:08:25;False;False;20;20.58;19.45;103.92;107.04;98.43
2026-08-02T13:08:31;False;False;20;20.63;19.61;104.23;107.15;99.03
2026-08-02T13:08:36;False;False;20;20.68;19.77;104.92;107.38;99.89
2026-08-02T13:08:41;False;False;20;20.72;19.91;105.35;108.10;100.59
2026-08-02T13:08:46;False;False;20;20.79;20.03;106.07;107.85;101.44
2026-08-02T13:08:52;False;False;20;20.83;20.14;106.36;108.37;102.13
2026-08-02T13:08:57;False;False;20;20.88;20.24;106.53;108.63;102.69
2026-08-02T13:09:02;False;False;20;20.94;20.37;107.01;108.92;103.38
2026-08-02T13:09:07;False;False;20;21.00;20.43;107.22;108.81;104.09
2026-08-02T13:09:13;False;False;20;21.05;20.54;107.76;108.63;104.62
2026-08-02T13:09:18;False;False;20;21.11;20.61;107.80;109.09;105.10
2026-08-02T13:09:23;False;False;20;21.16;20.71;108.23;109.15;105.39
2026-08-02T13:09:29;False;False;20;21.21;20.78;108.44;109.27;105.70
2026-08-02T13:09:34;False;False;20;21.26;20.83;108.56;109.60;106.28
2026-08-02T13:09:39;False;False;20;21.31;20.90;108.73;109.73;106.66
2026-08-02T13:09:44;False;False;20;21.36;20.98;108.60;109.21;106.96
2026-08-02T13:09:50;False;False;20;21.42;21.05;109.00;108.99;107.25
2026-08-02T13:09:55;False;False;20;21.47;21.10;108.86;109.71;107.51
2026-08-02T13:10:01;False;False;20;21.52;21.15;109.15;109.05;107.59
2026-08-02T13:10:06;False;False;20;21.59;21.23;109.32;110.00;107.85
2026-08-02T13:10:13;False;False;20;21.64;21.28;109.42;109.32;108.06
2026-08-02T13:10:18;False;False;20;21.71;21.36;109.28;109.50;108.36
2026-08-02T13:12:13;False;False;20;20.05;15.74;91.91;100.83;90.04
2026-08-02T13:12:18;False;False;20;20.10;16.36;93.62;101.84;90.44
2026-08-02T13:12:23;False;False;20;20.15;16.94;95.34;102.53;91.32
2026-08-02T13:12:29;True;False;20;20.11;15.52;76.50;141.40;83.45
2026-08-02T13:12:34;True;False;20;20.06;14.57;63.12;169.77;78.05
2026-08-02T13:12:40;True;False;20;20.02;13.84;52.04;192.77;73.58
2026-08-02T13:12:45;True;False;20;19.97;13.32;44.03;210.09;70.40
2026-08-02T13:12:51;True;False;20;19.92;12.87;37.04;223.71;67.37
2026-08-02T13:12:57;True;False;20;19.88;12.59;32.40;233.91;65.59
2026-08-02T13:13:03;True;False;20;19.82;12.37;28.70;241.89;64.16
2026-08-02T13:13:08;True;False;20;19.78;12.21;25.88;247.06;63.07
2026-08-02T13:13:13;True;False;20;19.72;12.07;24.04;250.93;61.96
2026-08-02T13:13:19;True;False;20;19.69;11.97;22.60;254.83;61.34
2026-08-02T13:13:25;True;False;20;19.62;11.87;21.18;257.58;60.87
2026-08-02T13:13:31;True;False;20;19.59;11.78;20.34;259.36;60.59
2026-08-02T13:13:36;True;False;20;19.54;11.73;19.59;260.24;60.43
2026-08-02T13:13:42;True;False;20;19.49;11.66;19.11;261.62;60.08
2026-08-02T13:13:48;True;False;30;19.44;11.61;18.62;262.79;60.12
2026-08-02T13:13:53;True;False;30;19.40;11.52;18.20;264.56;59.85
2026-08-02T13:13:58;True;False;30;19.32;11.48;18.14;264.04;59.69
2026-08-02T13:14:04;True;False;30;19.28;11.42;17.56;264.81;59.53
2026-08-02T13:14:09;True;False;30;19.23;11.39;17.60;265.94;59.46
2026-08-02T13:14:15;True;False;30;19.19;11.34;17.74;265.83;59.23
2026-08-02T13:14:20;True;False;30;19.14;11.25;17.19;266.25;59.06
2026-08-02T13:14:25;True;False;30;19.10;11.23;17.05;267.39;59.12
2026-08-02T13:14:31;True;False;30;19.03;11.18;17.28;267.67;59.16
2026-08-02T13:14:36;True;False;30;18.97;11.11;17.01;267.34;59.28
2026-08-02T13:14:42;True;False;30;18.93;11.04;17.10;267.23;58.99
2026-08-02T13:14:48;True;False;30;18.88;11.03;17.30;266.93;59.00
2026-08-02T13:14:53;True;False;30;18.81;10.94;17.34;267.02;58.90
2026-08-02T13:14:58;True;False;40;18.79;10.89;17.07;268.50;58.84
2026-08-02T13:15:04;True;False;40;18.71;10.87;17.41;268.09;58.70
2026-08-02T13:15:09;True;False;40;18.67;10.83;17.19;269.07;58.82
2026-08-02T13:16:12;False;False;20;20.04;15.76;92.15;100.93;90.26
2026-08-02T13:16:17;False;False;20;20.10;16.41;93.78;102.06;90.44
2026-08-02T13:16:23;False;False;30;20.17;16.97;95.38;102.38;91.32
2026-08-02T13:16:28;False;False;70;20.24;17.45;97.42;103.81;91.69
2026-08-02T13:16:33;False;False;70;20.27;18.17;98.30;104.02;93.52
2026-08-02T13:16:39;False;False;30;20.37;18.27;99.41;105.05;93.83
2026-08-02T13:16:45;False;False;0;20.42;18.60;100.69;105.35;94.89
2026-08-02T13:16:50;False;False;0;20.47;18.87;101.64;105.82;95.84
2026-08-02T13:16:55;True;False;10;20.43;17.22;84.09;138.49;88.33
2026-08-02T13:17:01;True;False;10;20.38;15.95;69.72;165.21;82.15
2026-08-02T13:17:06;True;False;50;20.34;14.92;56.56;190.65;76.72
2026-08-02T13:17:11;True;False;90;20.23;13.88;43.92;219.24;70.76
2026-08-02T13:17:17;True;False;90;20.23;13.21;32.81;243.48;65.35
2026-08-02T13:17:22;True;False;90;20.12;12.76;26.95;255.97;61.89
2026-08-02T13:17:27;True;False;90;20.04;12.43;22.66;266.52;61.64
02/08/2026;13:31:41;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,05;15,74;92,16;100,82;90,11;-2,05
02/08/2026;13:31:47;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,11;16,42;93,70;102,11;90,53;-3,17
02/08/2026;13:31:52;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,16;16,94;95,64;102,59;91,33;-4,30
02/08/2026;13:31:57;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,22;17,41;96,85;103,22;92,05;-4,80
02/08/2026;13:32:02;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,26;17,84;98,30;104,16;92,89;-5,41
02/08/2026;13:32:07;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,31;18,20;99,57;104,28;93,80;-5,77
02/08/2026;13:32:13;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,37;18,53;100,66;105,47;94,87;-5,79
02/08/2026;13:32:18;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,43;18,79;101,57;106,22;95,54;-6,03
02/08/2026;13:32:23;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,48;19,04;102,32;106,04;96,57;-5,75
02/08/2026;13:32:29;PARADO;DESLIGADO;DESLIGADO;20;ESTÁVEL;20,52;19,25;102,98;106,87;97,55;-5,43
02/08/2026;13:32:34;RESFRIANDO;LIGADO;DESLIGADO;20;ESTÁVEL;20,53;17,98;89,44;132,73;91,60;2,17
02/08/2026;13:32:40;RESFRIANDO;LIGADO;DESLIGADO;20;ESTÁVEL;20,47;16,48;73,31;162,41;84,35;11,03
02/08/2026;13:32:45;RESFRIANDO;LIGADO;DESLIGADO;20;ESTÁVEL;20,43;15,36;60,50;185,90;78,45;17,95
02/08/2026;13:32:50;RESFRIANDO;LIGADO;DESLIGADO;40;NORMAL;20,37;14,49;50,00;205,99;73,92;23,92
02/08/2026;13:32:56;RESFRIANDO;LIGADO;DESLIGADO;90;AGRESSIVO;20,31;13,70;39,92;227,05;69,44;29,52
02/08/2026;13:33:01;RESFRIANDO;LIGADO;DESLIGADO;90;AGRESSIVO;20,28;13,11;31,16;247,67;65,82;34,66
02/08/2026;13:33:06;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;20,14;12,74;26,47;256,11;62,41;35,94
02/08/2026;13:33:12;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;20,11;12,52;23,27;263,14;60,91;37,64
02/08/2026;13:33:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;20,06;12,34;21,28;267,48;59,39;38,11
02/08/2026;13:33:22;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,95;12,26;19,44;271,23;59,99;40,55
02/08/2026;13:33:27;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,92;12,11;17,62;273,18;58,29;40,67
02/08/2026;13:33:33;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,86;11,98;17,94;275,94;59,16;41,22
02/08/2026;13:33:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,82;11,95;16,51;274,08;58,25;41,75
02/08/2026;13:33:43;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,76;11,93;16,50;276,08;57,74;41,24
02/08/2026;13:33:48;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,69;11,83;16,54;275,34;58,02;41,48
02/08/2026;13:33:53;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,63;11,73;15,93;277,29;58,75;42,82
02/08/2026;13:33:59;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,51;11,67;16,03;277,50;58,00;41,97
02/08/2026;13:34:04;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,46;11,62;16,38;276,74;58,62;42,24
02/08/2026;13:34:09;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,42;11,57;16,45;278,64;58,16;41,71
02/08/2026;13:34:14;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,33;11,49;15,87;277,97;57,76;41,89
02/08/2026;13:34:20;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,30;11,41;15,65;276,63;57,48;41,83
02/08/2026;13:34:25;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,23;11,36;15,85;277,28;58,47;42,61
02/08/2026;13:34:30;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,18;11,25;16,22;278,22;57,45;41,23
02/08/2026;13:34:35;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,10;11,28;15,02;278,66;58,22;43,21
02/08/2026;13:34:40;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;19,05;11,21;16,34;278,75;58,54;42,20
02/08/2026;13:34:46;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,98;11,13;16,47;276,78;57,65;41,18
02/08/2026;13:34:51;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,91;11,02;15,89;277,98;57,56;41,67
02/08/2026;13:34:57;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,84;10,93;15,37;277,88;58,17;42,80
02/08/2026;13:35:02;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,77;10,95;15,62;276,20;58,12;42,50
02/08/2026;13:35:07;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,69;10,80;15,26;278,86;57,51;42,25
02/08/2026;13:35:12;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,65;10,80;15,24;277,61;58,34;43,10
02/08/2026;13:35:18;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,58;10,67;16,18;276,07;58,24;42,06
02/08/2026;13:35:23;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,50;10,60;16,19;278,36;58,36;42,16
02/08/2026;13:35:28;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,46;10,53;16,30;278,12;58,39;42,08
02/08/2026;13:35:34;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,40;10,49;16,28;279,21;58,25;41,97
02/08/2026;13:35:39;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,30;10,44;15,29;277,55;58,00;42,71
02/08/2026;13:35:45;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,28;10,38;16,19;277,15;57,82;41,64
02/08/2026;13:35:50;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,19;10,30;16,44;278,46;58,09;41,65
02/08/2026;13:35:55;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,12;10,29;15,20;277,14;57,24;42,04
02/08/2026;13:36:01;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;18,05;10,14;16,37;277,56;58,06;41,69
02/08/2026;13:36:06;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,97;10,08;15,58;277,95;57,83;42,25
02/08/2026;13:36:11;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,95;10,63;16,45;277,83;57,42;40,97
02/08/2026;13:36:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,88;10,01;15,31;277,10;58,55;43,24
02/08/2026;13:36:22;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,81;9,93;18,91;278,09;57,92;39,01
02/08/2026;13:36:27;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,73;9,89;15,21;278,68;57,32;42,11
02/08/2026;13:36:33;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,64;9,76;16,09;276,12;57,34;41,26
02/08/2026;13:36:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,61;9,72;16,12;276,47;57,43;41,31
02/08/2026;13:36:44;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,55;9,70;16,39;276,43;57,20;40,81
02/08/2026;13:36:49;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,49;9,65;16,03;277,41;57,44;41,41
02/08/2026;13:36:54;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,37;9,54;15,29;274,46;58,14;42,84
02/08/2026;13:36:59;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,33;9,44;16,15;278,57;57,61;41,46
02/08/2026;13:37:05;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,26;9,40;15,68;277,79;57,48;41,81
02/08/2026;13:37:10;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,23;9,39;15,45;276,20;57,38;41,93
02/08/2026;13:37:15;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,12;9,28;15,97;279,08;58,14;42,17
02/08/2026;13:37:20;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,10;9,22;16,21;277,67;57,86;41,65
02/08/2026;13:37:26;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;17,05;9,14;15,67;278,46;57,42;41,75
02/08/2026;13:37:31;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,96;9,15;15,35;276,76;58,47;43,12
02/08/2026;13:37:36;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,92;8,98;16,27;276,59;58,23;41,96
02/08/2026;13:37:42;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,85;8,92;15,60;278,15;57,96;42,37
02/08/2026;13:37:47;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,74;8,95;15,34;278,06;58,21;42,87
02/08/2026;13:37:52;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,69;8,18;16,09;276,42;58,32;42,23
02/08/2026;13:37:57;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,66;8,77;16,48;276,92;57,60;41,12
02/08/2026;13:38:03;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,55;8,74;16,19;277,70;58,52;42,32
02/08/2026;13:38:08;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,49;8,69;15,67;278,69;57,31;41,65
02/08/2026;13:38:13;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,47;8,54;15,59;278,06;58,09;42,50
02/08/2026;13:38:19;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,35;8,45;15,58;275,83;57,68;42,10
02/08/2026;13:38:24;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,29;8,42;16,18;277,08;58,17;41,98
02/08/2026;13:38:29;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,25;8,35;16,00;277,19;57,28;41,28
02/08/2026;13:38:35;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,18;8,33;16,25;278,09;58,58;42,33
02/08/2026;13:38:40;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,14;8,23;16,08;277,36;57,48;41,40
02/08/2026;13:38:45;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;16,04;8,24;16,40;277,41;57,49;41,10
02/08/2026;13:38:51;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,98;8,13;15,21;277,47;57,75;42,54
02/08/2026;13:38:56;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,91;8,08;15,95;276,61;57,74;41,79
02/08/2026;13:39:01;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,83;7,99;15,44;276,53;57,63;42,19
02/08/2026;13:39:06;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,82;7,90;16,10;278,87;57,31;41,21
02/08/2026;13:39:12;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,76;7,84;15,42;277,02;57,57;42,15
02/08/2026;13:39:18;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,65;7,84;15,47;276,44;57,73;42,25
02/08/2026;13:39:24;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,62;7,68;15,58;278,96;57,33;41,75
02/08/2026;13:39:29;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,53;7,68;16,39;276,51;57,73;41,34
02/08/2026;13:39:34;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,44;7,65;15,20;276,58;57,83;42,63
02/08/2026;13:39:40;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,43;7,53;16,53;275,75;58,11;41,58
02/08/2026;13:39:45;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,35;7,46;16,56;279,02;57,90;41,34
02/08/2026;13:39:50;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,29;7,43;15,29;276,07;57,65;42,36
02/08/2026;13:39:56;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,21;7,37;15,63;278,65;58,24;42,60
02/08/2026;13:40:01;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,14;7,30;15,93;276,87;57,53;41,60
02/08/2026;13:40:06;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,08;7,16;15,48;277,65;57,96;42,48
02/08/2026;13:40:11;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;15,04;7,12;15,26;278,02;57,40;42,14
02/08/2026;13:40:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,97;7,13;15,94;277,42;57,50;41,56
02/08/2026;13:40:22;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,88;7,02;15,63;277,59;57,46;41,83
02/08/2026;13:40:27;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,79;6,92;15,75;278,59;57,61;41,86
02/08/2026;13:40:33;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,75;6,86;16,50;278,87;57,31;40,81
02/08/2026;13:40:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,68;6,82;16,18;276,32;57,89;41,71
02/08/2026;13:40:43;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,59;6,76;15,37;278,96;58,38;43,01
02/08/2026;13:40:49;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,58;6,65;16,46;279,12;57,37;40,91
02/08/2026;13:40:54;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,53;6,67;16,08;278,59;57,32;41,23
02/08/2026;13:40:59;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,43;6,56;16,24;278,50;58,21;41,97
02/08/2026;13:41:04;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,34;6,54;16,02;278,64;57,88;41,86
02/08/2026;13:41:10;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,30;6,49;15,93;277,74;58,00;42,07
02/08/2026;13:41:15;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,23;6,39;15,34;279,08;58,03;42,68
02/08/2026;13:41:20;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,21;6,35;15,78;277,21;58,09;42,31
02/08/2026;13:41:26;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,07;6,23;15,89;276,25;57,87;41,98
02/08/2026;13:41:32;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;14,00;6,12;17,19;276,31;58,54;41,35
02/08/2026;13:41:37;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,99;6,09;15,69;277,22;58,55;42,86
02/08/2026;13:41:42;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,90;6,00;16,16;277,74;57,38;41,23
02/08/2026;13:41:48;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,83;5,98;16,27;276,30;57,91;41,64
02/08/2026;13:41:53;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,81;5,89;15,72;278,92;57,52;41,80
02/08/2026;13:41:59;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,68;5,89;15,81;278,94;58,58;42,77
02/08/2026;13:42:04;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,62;5,79;15,43;277,16;57,61;42,18
02/08/2026;13:42:10;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,57;5,74;15,64;275,90;57,48;41,84
02/08/2026;13:42:16;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,51;5,64;16,09;277,46;57,62;41,52
02/08/2026;13:42:21;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,43;5,57;16,58;278,04;57,30;40,72
02/08/2026;13:42:26;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,41;5,46;16,15;279,17;58,59;42,45
02/08/2026;13:42:32;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,32;5,44;15,68;277,06;58,24;42,56
02/08/2026;13:42:37;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,21;5,36;15,89;276,43;57,50;41,61
02/08/2026;13:42:42;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,18;5,30;10,04;277,05;57,76;47,73
02/08/2026;13:42:48;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,14;5,26;16,45;277,44;57,95;41,49
02/08/2026;13:42:53;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;13,02;5,14;15,80;278,99;57,44;41,64
02/08/2026;13:42:58;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,95;5,09;16,03;279,25;57,71;41,69
02/08/2026;13:43:03;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,94;4,72;15,61;279,11;58,09;42,48
02/08/2026;13:43:09;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,84;5,00;15,86;276,24;57,82;41,96
02/08/2026;13:43:14;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,82;4,92;16,54;278,83;57,78;41,25
02/08/2026;13:43:19;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,74;4,90;16,03;277,00;58,19;42,16
02/08/2026;13:43:24;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,66;4,84;16,43;277,06;58,42;41,99
02/08/2026;13:43:30;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,58;4,78;15,27;278,34;57,94;42,67
02/08/2026;13:43:35;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,57;4,72;15,86;277,82;57,54;41,68
02/08/2026;13:43:40;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,48;4,60;16,28;276,59;57,22;40,93
02/08/2026;13:43:46;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,37;4,48;15,26;277,01;58,55;43,28
